id,카테고리명,분류기준,식품명,설명,ingre,recipe
1147,베이커리,케이크류,기네스초코파운드케이크,It is a pound cake with Guinness dark beer for a more intense flavor.,"Soft Flour, Sugar, Brown Sugar, Cocoa Powder, Baking Soda, Guinness Beer, Dark Chocolate Couverture, Egg, Buttermilk, Grape Seed Oil, Vanilla Extract, Sugar Powder, Guinness Beer","[Pound dough] Put Guinness beer and dark chocolate in a bowl and melt it with a hot water bath. Put the eggs in another bowl, beat with a hand mixer, and mix while adding grapeseed oil little by little. Add buttermilk and vanilla extract to step 2 and mix. For buttermilk, add 1/2T of brewed vinegar to 150ml of room temperature milk and leave for 15 minutes before using. 3 Add melted chocolate with Guinness beer and mix. Add sugar and sifted powder and mix. Put the dough in a pound mold lined with parchment paper and bake in an oven preheated to 170 degrees for 35-40 minutes. Add the glaze ingredients to the oven [Guinness Glaze] bowl, mix, and put in a piping bag. Adjust the amount of Guinness beer to adjust the glaze concentration. . [Completion] After the baked pound is completely cooled, drizzle with Guinness glaze to finish."
1148,한식,전/부침류,매생이굴전,It is fried with maesaenggi and oysters filled with the scent of the sea.,"Mae saenggi, salt, spaghetti noodles, mae saenggi, cherry tomato, garlic, pepperoncino, olive oil, pepper, egg, mae saenggi, salt, cooking wine, mae saenggi, soaked rice 1/2 cup, sesame oil, water, salt, soy sauce","[Care method] Shake and wash in light salt water. Rinse with clean water and drain through a fine sieve. If you wash it several times, it is recommended to wash it 1-2 times because the unique scent of maesaengi is lost. [Efficacy of Mae Saenggi] It is a clean seaweed that grows in the clean sea. It is a low-calorie, low-fat food that is effective for dieting. It is rich in iron and is good for anemia. It is also rich in potassium, which is good for bones and growth. Dried Mae Saenggi: Soak in cold water and use for cooking! It's great to put in ramen for haejang! Slice the garlic and cut the cherry tomatoes in half. Add 1 tablespoon of salt to boiling water and boil spaghetti noodles for 8 minutes. Leave 1 cup of noodle water before use. Heat olive oil in a pan, add garlic and pepperoncino, and fry until fragrant. Add noodles and maesaengi and bring to a boil, then add boiled linguine noodles and cherry tomatoes and stir-fry. Add salt and pepper and season to finish. White egg rolls: Add 2 egg whites and 2 pinches of salt and mix well. Yellow egg roll: Add 2 yolks and 4 eggs, add 1/5 tbsp salt, and mix. Green egg rolls: Add mae saenggi, 2 pinches of salt, and 1/2 tablespoon of cooking wine to 2 eggs and mix well. Heat oil in a frying pan and fry the egg rolls in the order of white egg -> green egg -> yellow egg over medium heat. Rolled eggs are rolled up with a laver and cooled to finish. Wash the rice thoroughly and soak it for 20 minutes. Sift it through a sieve to remove the water. Put sesame oil and soaked rice in a pot and fry over medium heat. Add water and boil until the rice grains are soft. When the rice is sufficiently spread, add the maesaenggi and boil for another 5 minutes. Add salt and soy sauce to suit your taste."
1149,한식,전/부침류,육원전,It is made by mixing minced beef and tofu into a round shape and then coated with flour and egg water before the earthquake.,"Beef, tofu, flour, egg, green onion, pepper, sesame oil, salt, garlic, cooking oil, sesame salt, sugar","Chop the onion and garlic finely. Tofu removes the pressed part on the plate and removes moisture using a cotton cloth. Mash the dehydrated tofu finely using the back of a knife. The beef is finely minced. When supplied, wrap it in a kitchen towel to remove blood and separate it to prevent cross-contamination. Add beef and tofu in a 3:1 ratio, add 1/3 tsp salt, 1 tsp sugar, minced green onion, minced garlic, pepper, sesame salt, 1/2 tsp sesame oil and mix. After kneading it to make it stickiness, make 6 3cm circles. Use your palm to rub it to make it stickiness and then shape it. Make a round and flat shape to have a diameter of 4.5cm and a thickness of 0.5cm. Coat the dough in the order of flour -> egg water. Prepare the eggs by sieving them. Coat the pan with cooking oil and cook it slowly over low heat"
1150,양식,스테이크류,함박스테이크,This is a steak that is made with a mixture of minced beef and pork and shaped into a round shape.,"Minced beef, minced pork, minced onion, minced celery, salt, pepper, egg, minced garlic, parmesan cheese powder, bread crumbs, onion, mushroom, shiitake, ketchup, Worcestershire sauce, minced garlic, soy sauce, red wine, water , salt, pepper, cooking oil, egg","Chop the onion of the mushroom sauce, and slice the shiitake and shiitake mushrooms. Put the hamburger steak ingredients in a bowl and knead to mix evenly. Divide into two and make flattened rounds. Heat oil in a pan and cook the hamburger steak on both sides until golden brown on both sides. Heat oil in a pan and fry the mushroom and shiitake mushrooms, then add the onion and fry. When the onion becomes transparent, add the rest of the sauce ingredients and boil it to complete the sauce. Pour the sauce over the finished steak and top with a fried egg."
1151,디저트,떡류,귤양갱,Yokan is sweets made with red bean paste or chestnut paste.,"Tangerine, agar powder, sugar, oligosaccharide","Peel the tangerine and grind it in a blender. The mandarin orange juice is filtered through a sieve. Mix tangerine juice and agar powder. Put tangerine juice mixed with agar powder, sugar, and oligosaccharide in a pot and boil over low heat. Boiled mandarin orange juice is poured into a container after cooling. Harden in the refrigerator for 2-3 hours or longer."
1152,분식,면류,짬뽕라면,"It is a spicy ramen made with various seafood such as squid, shrimp, and mussels.","Squid, mussel, green onion, cocktail shrimp, bok choy, cabbage, noodles, soup, minced garlic, onion, cooking oil, cheongyang pepper, water","Chop the green onion and cheongyang pepper into pieces. Slice the onion. Cut bok choy, Chinese cabbage, and squid into bite-sized pieces. You can also put the squid's sheath. Put cooking oil in a heated pan, add garlic, green onion and cheongyang pepper, and sauté green onion oil. Add bok choy, green onion and onion and fry. When the vegetables die, add water, ramen, and soup, and when the water boils, add noodles. When the noodles are about 70% cooked, add seafood and cook."
1153,간식,초콜릿류,바크초콜릿,"Chocolate is melted in a hot water bath, poured into the desired shape, hardened and cut.","Milk chocolate, white chocolate, strawberry chocolate, pineapple, strawberry, grapefruit, orange, blueberry, pretzel confectionery, oreo confectionery, pistachio, thyme","Slice pineapple, strawberry, grapefruit, and orange into thin slices. Pineapple, strawberry, grapefruit, orange, and blueberry are dried at 60 degrees for 12 hours. Melt the chocolate by boiling. Pour melted chocolate into the mold, decorate with dried fruits, pretzels, oreos, pistachios, thyme, etc., and then harden the chocolate to complete Bark chocolate."
1154,한식,탕/찜류,닭볶음탕,It is a spicy and spicy dish made with a whole chicken.,"Chicken, water, potato, carrot, onion, green onion, dry red pepper, water, rice wine, salt, pepper, red pepper paste, red pepper powder, soy sauce, sugar, minced garlic, minced ginger, salt, pepper","When the blanched water boils for the trimmed chicken, blanch the chicken for 2 minutes. Rinse in cold water. Peel the potatoes and cut them into 4-6 pieces, cut the green onion diagonally, and cut the onion into bite-size pieces. Mix seasoning ingredients. Put the blanched chicken, 1/2 of water, and 1/2 of the seasoning sauce in a pot and boil for 3 to 5 minutes on medium high heat. Reduce the boiled chicken to medium-low heat, add the remaining kelp water, seasoning sauce, potatoes, carrots, and dried red pepper, cover with a lid, and simmer for 10 to 15 minutes. When the chicken starts to simmer, add onion and green onion and boil for 5 more minutes, finishing with pepper."
1155,간식,빵류,당근 찹쌀 도넛,It is a glutinous rice donut that you can enjoy in a different way with carrots.,"Essential Ingredients Brown sugar, wet glutinous rice flour?, wheat flour, flower salt?, baking soda, baking powder?, hot water, sugar, cinnamon powder?, carrot, powder sugar, cream cheese, butter, cooking oil","Chop the carrots finely, add about 1 tablespoon of powdered sugar and stir-fry until the moisture disappears, then cool. Add cream cheese, butter, and powdered sugar (about 2 tablespoons) and mix. Add the roasted carrots to step 2 and mix to make a cream cheese filling and put it in a piping bag. Add brown sugar, wet glutinous rice flour, wheat flour, flower salt, baking soda, and baking powder with a kneader or by hand, and mix or knead at low speed by dividing hot water into 3 portions. When the dough comes together completely, divide it into 50g and roll it into a circle. Put the round dough in 180 degree preheated oil and fry for about 8 minutes while rolling. Mix white sugar and cinnamon powder in a bowl, add fried glutinous rice donuts, coat them with powder, and cool at room temperature. You can put sugar and glutinous rice donuts in a sanitary bag and shake. Cut the top of the cooled glutinous rice donut about 2cm with scissors and make a hole. Place a piping bag inside the glutinous rice donut hole and fill it with cream cheese so that it rises slightly above the donut."
1156,중식,면류,간짜장라면,Jjajangmyeon made by stir-frying onions and cabbage with Chunjang.,"Ramen, Onion, Soup, Pork Belly, Olive Oil","Chop the onion and pork coarsely. Boil the noodles in boiling water. Leave about 3 tablespoons of boiling water. Put olive oil in a heated pan and fry the pork belly. When the meat is cooked, stir-fry the onion, then add the soup stock and stir-fry. Add powdered soup and stir-fry, then add a little boiling water and stir-fry. Place the noodles on a plate and top with soy sauce to finish."
